STARTDATA
KLIMBIC OUTPUT FILE
MS EXCEL FORMAT
System,No System Name
User,Operant
Date,14-Dec-2019
Time,8:29
Box Index,1
ExptType,0
SessionRecord,51

Session Title,MiTg_inactivation
Protocol Title,grating orientation discrimination with punishment and distractors (bug fixed)
Protocol Description,nose-touch one of the two locations according to stimulus orientation (2AFC) + ignore distractor + punishment for wrong selection
Analysis Ref,CS-101
Dose Details,Index,0
Dose Table Item
n.a.
0
Unassigned
300
Subject Id,MiTg01
DB Ref,nbk_shaping07_MiTg_inactivation
DB Group,-1
Day Table,Image Discrimination Day Table
Duration,222000
Pellet Count,0
Fluid Count,85
Air Puff Count,0
Shock Count,0
F10 Sensor,X(0),
SL Target,1
SL Dummy,2
SS Target,1
SS Dummy,2
SensorTC
S(1),
208,
AutoControl,Index,3,
AC Comment,,T6_temp - 1T1D (70x70) VT/HZ = 1:1 (Tc-6, Dc-1-6)
01_corss,02_responsebox,03_mask_060,hz6_060,hz6_080,hz6_100,hz6_120,vt6_060,vt6_080,vt6_100,vt6_120,hz1_060,hz2_060,hz3_060,hz4_060,hz5_060,hz6_060,hz7_060,hz8_060,vt1_060,vt2_060,vt3_060,vt4_060,vt5_060,vt6_060,vt7_060,vt8_060,hz1_070,vt1_070,hz2_070,vt2_070,hz3_070,vt3_070,hz4_070,vt4_070,hz6_070,vt6_070,hz5_070,vt5_070,hz7_070,vt7_070,hz8_070,vt8_070,
Image Discrim Details
Trials,Banked,RptInc,RptMssd,CTLimited,CTLimit,All_Trials,C_Trials,I_Trials,M_Trials,Ex_Crcn_Trials
160,0,0,0,0,10001,0,0,0,0
Trial,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,
43,0,8,43,78355,78362,78362,78420,0,8,1,0,0,0,0,0,0,0,78420,78520,0,1,78520,78552,
44,1,28,44,78555,80911,80911,80957,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
45,1,28,45,81310,81495,81495,81554,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
46,0,1,46,81907,81918,81918,81953,0,0,0,1,0,0,0,0,0,0,81953,82053,0,1,82053,82067,
47,0,0,47,82070,84498,84498,84734,0,4,1,0,0,0,0,0,0,0,84734,84834,0,1,84834,84872,
48,0,0,48,84875,87160,87160,87211,0,0,1,0,0,0,0,0,0,0,87211,87311,0,1,87311,87330,
49,1,19,49,87333,89619,89619,89736,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
50,0,17,50,90089,90118,90118,90155,0,0,0,1,0,0,0,0,0,0,90155,90255,0,1,90255,90350,
51,1,11,51,90353,92678,92678,92746,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
52,0,17,52,93099,93117,93117,93153,0,0,0,1,0,0,0,0,0,0,93153,93253,0,1,93253,93277,
53,0,6,53,93280,95613,95613,95706,0,4,1,0,0,0,0,0,0,0,95706,95806,0,1,95806,95822,
54,0,16,54,95825,98304,98304,98385,0,6,1,0,0,0,0,0,0,0,98385,98485,0,1,98485,98536,
55,1,19,55,98539,101140,101140,101170,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
56,1,1,56,101523,101529,101529,101540,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
57,0,26,57,101893,101933,101933,102058,0,10,1,0,0,0,0,0,0,0,102058,102158,0,1,102158,102189,
58,0,5,58,102192,105670,105670,105818,0,8,0,1,0,0,0,0,0,0,105818,105918,0,1,105918,105946,
59,0,6,59,105949,108071,108071,108128,0,4,1,0,0,0,0,0,0,0,108128,108228,0,1,108228,108241,
60,1,5,60,108244,110394,110394,110577,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
61,0,3,61,110930,110977,110977,111019,0,0,0,1,0,0,0,0,0,0,111019,111119,0,1,111119,111136,
62,0,27,62,111139,113413,113413,113945,0,0,0,1,0,0,0,0,0,0,113945,114045,0,1,114045,114062,
63,0,11,63,114065,116158,116158,116206,0,4,0,1,0,0,0,0,0,0,116206,116306,0,1,116306,116362,
64,0,19,64,116365,118921,118921,119271,0,4,0,1,0,0,0,0,0,0,119271,119371,0,1,119371,119395,
65,1,3,65,119398,121770,121770,121822,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
66,0,25,66,122175,122189,122189,122523,0,4,0,1,0,0,0,0,0,0,122523,122623,0,1,122623,122677,
67,0,6,67,122680,124703,124703,124766,0,6,1,0,0,0,0,0,0,0,124766,124866,0,1,124866,124896,
68,0,12,68,124899,127093,127093,127141,0,6,1,0,0,0,0,0,0,0,127141,127241,0,1,127241,127285,
69,0,28,69,127288,129349,129349,129470,0,8,1,0,0,0,0,0,0,0,129470,129570,0,1,129570,129615,
70,0,2,70,129618,131980,131980,132043,0,2,1,0,0,0,0,0,0,0,132043,132143,0,1,132143,132170,
71,0,30,71,132173,134331,134331,134476,0,6,1,0,0,0,0,0,0,0,134476,134576,0,1,134576,134626,
72,1,2,72,134629,138218,138218,138252,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
73,1,21,73,138605,138616,138616,138642,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
74,0,10,74,138995,139018,139018,139113,0,4,1,0,0,0,0,0,0,0,139113,139213,0,1,139213,139242,
75,0,15,75,139245,141781,141781,141987,0,0,0,1,0,0,0,0,0,0,141987,142087,0,1,142087,142152,
76,0,16,76,142155,144089,144089,144188,0,2,1,0,0,0,0,0,0,0,144188,144288,0,1,144288,144297,
77,0,8,77,144300,146856,146856,146980,0,2,1,0,0,0,0,0,0,0,146980,147080,0,1,147080,147100,
78,0,27,78,147103,149342,149342,149428,0,0,0,1,0,0,0,0,0,0,149428,149528,0,1,149528,149559,
79,1,19,79,149562,151694,151694,151726,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
80,1,1,80,152079,152080,152080,152115,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
81,0,17,81,152468,152469,152469,152950,0,14,0,1,0,0,0,0,0,0,152950,153050,0,1,153050,153089,
82,1,11,82,153092,155575,155575,155700,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
83,1,12,83,156053,156055,156055,156095,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
84,0,11,84,156448,156486,156486,156547,0,4,0,1,0,0,0,0,0,0,156547,156647,0,1,156647,156674,
85,0,17,85,156677,159115,159115,159147,0,0,0,1,0,0,0,0,0,0,159147,159247,0,1,159247,159309,
86,1,10,86,159312,161604,161604,161633,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
87,0,15,87,161986,162009,162009,162043,0,4,0,1,0,0,0,0,0,0,162043,162143,0,1,162143,162163,
88,0,2,88,162166,164605,164605,164983,0,8,1,0,0,0,0,0,0,0,164983,165083,0,1,165083,165119,
89,1,2,89,165122,167299,167299,167381,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
90,0,9,90,167734,167738,167738,167764,0,0,0,1,0,0,0,0,0,0,167764,167864,0,1,167864,167975,
91,0,10,91,167978,170104,170104,170168,0,2,1,0,0,0,0,0,0,0,170168,170268,0,1,170268,170294,
92,0,13,92,170297,172450,172450,172549,0,4,0,1,0,0,0,0,0,0,172549,172649,0,1,172649,172697,
93,0,27,93,172700,174760,174760,174803,0,2,0,1,0,0,0,0,0,0,174803,174903,0,1,174903,174941,
94,0,18,94,174944,176928,176928,176962,0,2,1,0,0,0,0,0,0,0,176962,177062,0,1,177062,177065,
95,0,7,95,177068,179506,179506,179573,0,0,0,1,0,0,0,0,0,0,179573,179673,0,1,179673,179702,
96,0,10,96,179705,181791,181791,181876,0,4,1,0,0,0,0,0,0,0,181876,181976,0,1,181976,181983,
97,0,29,97,181986,184175,184175,184202,0,0,0,1,0,0,0,0,0,0,184202,184302,0,1,184302,184444,
98,0,29,98,184447,186915,186915,186983,0,0,0,1,0,0,0,0,0,0,186983,187083,0,1,187083,187109,
99,0,18,99,187112,189025,189025,189088,0,2,1,0,0,0,0,0,0,0,189088,189188,0,1,189188,189208,
100,1,30,100,189211,190780,190780,190890,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
101,1,15,101,191243,191402,191402,191447,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
102,0,29,102,191800,191804,191804,191855,0,2,0,1,0,0,0,0,0,0,191855,191955,0,1,191955,191986,
103,0,12,103,191989,194388,194388,194941,0,18,1,0,0,0,0,0,0,0,194941,195041,0,1,195041,195080,
104,1,11,104,195083,196978,196978,197261,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
105,0,9,105,197614,197627,197627,197666,0,0,0,1,0,0,0,0,0,0,197666,197766,0,1,197766,197792,
106,1,23,106,197795,199869,199869,200054,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
107,0,24,107,200407,200428,200428,200492,0,4,1,0,0,0,0,0,0,0,200492,200592,0,1,200592,200615,
108,0,12,108,200618,202801,202801,202897,0,2,1,0,0,0,0,0,0,0,202897,202997,0,1,202997,203014,
109,0,5,109,203017,204867,204867,205029,0,2,0,1,0,0,0,0,0,0,205029,205129,0,1,205129,205135,
110,0,10,110,205138,207106,207106,207169,0,2,1,0,0,0,0,0,0,0,207169,207269,0,1,207269,207297,
111,1,23,111,207300,209287,209287,209321,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
112,0,22,112,209674,209688,209688,209847,0,2,1,0,0,0,0,0,0,0,209847,209947,0,1,209947,209956,
113,0,3,113,209959,214518,214518,214559,0,0,0,1,0,0,0,0,0,0,214559,214659,0,1,214659,214723,
114,1,24,114,214726,216329,216329,216402,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
115,1,14,115,216755,218200,218200,218261,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
116,0,9,116,218614,219205,219205,219330,0,2,0,1,0,0,0,0,0,0,219330,219430,0,1,219430,219441,
117,0,25,117,219444,221248,221248,221498,0,2,0,1,0,0,0,0,0,0,221498,221598,0,1,221598,221637,
118,128,23,118,221640,222000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ENDDATA
