STARTDATA
KLIMBIC OUTPUT FILE
MS EXCEL FORMAT
System,No System Name
User,Operant
Date,02-Nov-2019
Time,12:53
Box Index,1
ExptType,0
SessionRecord,17

Session Title,MiTg_inactivation
Protocol Title,grating orientation discrimination with punishment and distractors (bug fixed)
Protocol Description,nose-touch one of the two locations according to stimulus orientation (2AFC) + ignore distractor + punishment for wrong selection
Analysis Ref,CS-101
Dose Details,Index,0
Dose Table Item
n.a.
0
Unassigned
300
Subject Id,MiTg12
DB Ref,nbk_shaping07_MiTg_inactivation
DB Group,-1
Day Table,Image Discrimination Day Table
Duration,216000
Pellet Count,0
Fluid Count,107
Air Puff Count,0
Shock Count,0
F10 Sensor,X(0),
SL Target,1
SL Dummy,2
SS Target,1
SS Dummy,2
SensorTC
S(1),
183,
AutoControl,Index,2,
AC Comment,,T6 - 1T1D (70x70) VT/HZ = 1:1 (Tc-6, Dc-1)
01_corss,02_responsebox,03_mask_060,hz6_060,hz6_080,hz6_100,hz6_120,vt6_060,vt6_080,vt6_100,vt6_120,hz1_060,hz2_060,hz3_060,hz4_060,hz5_060,hz6_060,hz7_060,hz8_060,vt1_060,vt2_060,vt3_060,vt4_060,vt5_060,vt6_060,vt7_060,vt8_060,hz1_070,vt1_070,hz2_070,vt2_070,hz3_070,vt3_070,hz4_070,vt4_070,hz6_070,vt6_070,
Image Discrim Details
Trials,Banked,RptInc,RptMssd,CTLimited,CTLimit,All_Trials,C_Trials,I_Trials,M_Trials,Ex_Crcn_Trials
182,0,0,0,0,10001,0,0,0,0
Trial,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,
T2Freq,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,
T2Ampl,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,
T2Burst,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
T2Period,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,
T2Delay,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
T2ToneCount,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,


Trials

,,,,Stage (4),Stage (4),Stage (5),Stage (5),Stage (5),Stage (5),Stage (5),Stage (5),Stage (5),Stage (5),Stage (5),Stage (9),Stage (9),Stage (10),Stage (11),Stage (12),Stage (12),
Trial,,Item,TT,,,,,Count :-,Count :-,Count :-,Count :-,Count :-,Count :-,Count :-,,,Reward,Reward,,,
Ref,Outcome,Index,Index,Entry,Exit,Entry,Exit,W(1),W(2),W(3),W(4),W(5),W(6),W(7),Entry,Exit,Count :-,Count :-,Entry,Exit,
0,1,11,0,1003,1308,1308,1332,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,0,5,1,1835,1949,1949,2002,0,2,0,1,0,0,0,0,0,0,2002,2102,0,1,2102,2116,
2,0,2,2,2119,5012,5012,5091,0,2,1,0,0,0,0,0,0,0,5091,5191,0,1,5191,5222,
3,0,7,3,5225,7245,7245,7851,0,8,0,1,0,0,0,0,0,0,7851,7951,0,1,7951,7955,
4,0,6,4,7958,9508,9508,9603,0,4,1,0,0,0,0,0,0,0,9603,9703,0,1,9703,9763,
5,0,12,5,9766,11289,11289,11342,0,0,1,0,0,0,0,0,0,0,11342,11442,0,1,11442,11443,
6,1,13,6,11446,13053,13053,13142,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
7,0,13,7,13645,13761,13761,13851,0,2,0,1,0,0,0,0,0,0,13851,13951,0,1,13951,13962,
8,0,6,8,13965,15532,15532,15615,0,4,1,0,0,0,0,0,0,0,15615,15715,0,1,15715,15720,
9,1,1,9,15723,17209,17209,17275,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
10,0,1,10,17778,17917,17917,17936,0,0,0,1,0,0,0,0,0,0,17936,18036,0,1,18036,18046,
11,0,9,11,18049,19518,19518,19612,0,0,0,1,0,0,0,0,0,0,19612,19712,0,1,19712,19723,
12,0,10,12,19726,21173,21173,21220,0,0,1,0,0,0,0,0,0,0,21220,21320,0,1,21320,21329,
13,0,3,13,21332,22823,22823,23019,0,8,0,1,0,0,0,0,0,0,23019,23119,0,1,23119,23130,
14,0,1,14,23133,24591,24591,24683,0,4,0,1,0,0,0,0,0,0,24683,24783,0,1,24783,24786,
15,0,3,15,24789,26090,26090,26154,0,4,0,1,0,0,0,0,0,0,26154,26254,0,1,26254,26268,
16,0,9,16,26271,27735,27735,27813,0,4,0,1,0,0,0,0,0,0,27813,27913,0,1,27913,27921,
17,0,5,17,27924,29278,29278,29376,0,2,0,1,0,0,0,0,0,0,29376,29476,0,1,29476,29486,
18,0,5,18,29489,31048,31048,31104,0,6,0,1,0,0,0,0,0,0,31104,31204,0,1,31204,31226,
19,0,6,19,31229,32512,32512,32620,0,8,1,0,0,0,0,0,0,0,32620,32720,0,1,32720,32752,
20,0,6,20,32755,34144,34144,34202,0,2,1,0,0,0,0,0,0,0,34202,34299,1,0,0,0,
21,0,3,21,34302,35627,35627,35765,0,2,0,1,0,0,0,0,0,0,35765,35865,0,1,35865,35871,
22,1,11,22,35874,37485,37485,37596,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
23,0,7,23,38099,38188,38188,38212,0,0,0,1,0,0,0,0,0,0,38212,38312,0,1,38312,38316,
24,0,5,24,38319,39650,39650,39740,0,2,0,1,0,0,0,0,0,0,39740,39840,0,1,39840,39844,
25,0,7,25,39847,41103,41103,41208,0,4,0,1,0,0,0,0,0,0,41208,41308,0,1,41308,41311,
26,0,8,26,41314,42489,42489,42692,0,6,1,0,0,0,0,0,0,0,42692,42792,0,1,42792,42875,
27,0,7,27,42878,44284,44284,44415,0,2,0,1,0,0,0,0,0,0,44415,44515,0,1,44515,44517,
28,0,8,28,44520,45860,45860,45973,0,6,1,0,0,0,0,0,0,0,45973,46073,0,1,46073,46137,
29,0,12,29,46140,47447,47447,47550,0,8,1,0,0,0,0,0,0,0,47550,47650,0,1,47650,47652,
30,0,5,30,47655,48901,48901,48984,0,2,0,1,0,0,0,0,0,0,48984,49080,1,0,0,0,
31,0,7,31,49083,50278,50278,50328,0,0,0,1,0,0,0,0,0,0,50328,50428,0,1,50428,50443,
32,1,12,32,50446,51732,51732,51853,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
33,1,0,33,52356,52384,52384,52472,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
34,1,2,34,52975,53027,53027,53168,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
35,0,0,35,53671,53750,53750,53807,0,2,1,0,0,0,0,0,0,0,53807,53907,0,1,53907,53920,
36,0,10,36,53923,55385,55385,55501,0,8,1,0,0,0,0,0,0,0,55501,55596,1,0,0,0,
37,0,0,37,55599,57016,57016,57069,0,0,1,0,0,0,0,0,0,0,57069,57169,0,1,57169,57171,
38,0,4,38,57174,58604,58604,58655,0,0,1,0,0,0,0,0,0,0,58655,58755,0,1,58755,58763,
39,0,3,39,58766,60111,60111,60166,0,2,0,1,0,0,0,0,0,0,60166,60266,0,1,60266,60268,
40,0,11,40,60271,61627,61627,61714,0,6,0,1,0,0,0,0,0,0,61714,61810,1,0,0,0,
41,0,13,41,61813,63368,63368,63522,0,4,0,1,0,0,0,0,0,0,63522,63622,0,1,63622,63625,
42,0,3,42,63628,64987,64987,65047,0,4,0,1,0,0,0,0,0,0,65047,65146,1,0,0,0,
43,0,2,43,65149,66809,66809,66900,0,4,1,0,0,0,0,0,0,0,66900,66998,1,0,0,0,
44,0,1,44,67001,70041,70041,70108,0,0,0,1,0,0,0,0,0,0,70108,70207,1,0,0,0,
45,0,12,45,70210,73161,73161,73365,0,6,1,0,0,0,0,0,0,0,73365,73465,0,1,73465,73488,
46,0,1,46,73491,76539,76539,76656,0,6,0,1,0,0,0,0,0,0,76656,76756,1,0,0,0,
47,0,5,47,76759,78710,78710,78777,0,0,0,1,0,0,0,0,0,0,78777,78877,1,0,0,0,
48,0,13,48,78880,80711,80711,80838,0,0,0,1,0,0,0,0,0,0,80838,80938,0,1,80938,80941,
49,0,9,49,80944,83168,83168,83708,0,0,0,1,0,0,0,0,0,0,83708,83808,0,1,83808,83853,
50,1,2,50,83856,85375,85375,85422,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
51,0,10,51,85925,85938,85938,86036,0,8,1,0,0,0,0,0,0,0,86036,86136,0,1,86136,86148,
52,0,9,52,86151,88223,88223,88316,0,6,0,1,0,0,0,0,0,0,88316,88416,0,1,88416,88419,
53,0,11,53,88422,89886,89886,89954,0,4,0,1,0,0,0,0,0,0,89954,90054,0,1,90054,90064,
54,0,4,54,90067,91917,91917,92083,0,6,1,0,0,0,0,0,0,0,92083,92183,0,1,92183,92227,
55,0,8,55,92230,94121,94121,94161,0,2,1,0,0,0,0,0,0,0,94161,94261,0,1,94261,94263,
56,1,5,56,94266,96251,96251,96343,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
57,0,10,57,96846,96852,96852,96972,0,4,1,0,0,0,0,0,0,0,96972,97072,0,1,97072,97162,
58,1,5,58,97165,98644,98644,98736,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
59,0,4,59,99239,99942,99942,100065,0,4,1,0,0,0,0,0,0,0,100065,100165,0,1,100165,100194,
60,0,7,60,100197,101964,101964,102015,0,2,0,1,0,0,0,0,0,0,102015,102115,0,1,102115,102116,
61,0,13,61,102119,103497,103497,103730,0,2,0,1,0,0,0,0,0,0,103730,103830,0,1,103830,103835,
62,0,1,62,103838,105544,105544,105630,0,2,0,1,0,0,0,0,0,0,105630,105730,0,1,105730,105736,
63,0,9,63,105739,107501,107501,107661,0,2,0,1,0,0,0,0,0,0,107661,107761,0,1,107761,107767,
64,0,6,64,107770,109406,109406,109455,0,0,1,0,0,0,0,0,0,0,109455,109555,0,1,109555,109558,
65,0,5,65,109561,111332,111332,111384,0,4,0,1,0,0,0,0,0,0,111384,111484,0,1,111484,111488,
66,0,6,66,111491,113159,113159,113240,0,6,1,0,0,0,0,0,0,0,113240,113340,0,1,113340,113348,
67,0,4,67,113351,115250,115250,115324,0,4,1,0,0,0,0,0,0,0,115324,115424,0,1,115424,115438,
68,0,4,68,115441,117124,117124,117235,0,4,1,0,0,0,0,0,0,0,117235,117335,0,1,117335,117372,
69,0,13,69,117375,119148,119148,119324,0,8,0,1,0,0,0,0,0,0,119324,119424,0,1,119424,119430,
70,0,6,70,119433,121205,121205,121288,0,2,1,0,0,0,0,0,0,0,121288,121388,0,1,121388,121394,
71,0,12,71,121397,123291,123291,123336,0,2,1,0,0,0,0,0,0,0,123336,123432,1,0,0,0,
72,0,2,72,123435,125432,125432,125484,0,2,1,0,0,0,0,0,0,0,125484,125584,0,1,125584,125597,
73,0,4,73,125600,127364,127364,127428,0,2,1,0,0,0,0,0,0,0,127428,127528,0,1,127528,127536,
74,0,10,74,127539,129428,129428,129481,0,2,1,0,0,0,0,0,0,0,129481,129581,0,1,129581,129586,
75,1,1,75,129589,131452,131452,131475,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
76,0,1,76,131978,132097,132097,132150,0,4,0,1,0,0,0,0,0,0,132150,132250,0,1,132250,132342,
77,0,7,77,132345,133864,133864,133987,0,6,0,1,0,0,0,0,0,0,133987,134087,0,1,134087,134140,
78,0,9,78,134143,135771,135771,135839,0,4,0,1,0,0,0,0,0,0,135839,135939,0,1,135939,135990,
79,0,3,79,135993,137671,137671,138345,0,14,0,1,0,0,0,0,0,0,138345,138445,0,1,138445,138838,
80,0,7,80,138841,140497,140497,140582,0,6,0,1,0,0,0,0,0,0,140582,140682,0,1,140682,140719,
81,0,0,81,140722,142688,142688,142753,0,0,1,0,0,0,0,0,0,0,142753,142853,0,1,142853,142907,
82,0,11,82,142910,144331,144331,144410,0,2,0,1,0,0,0,0,0,0,144410,144510,0,1,144510,144513,
83,0,13,83,144516,146301,146301,146387,0,4,0,1,0,0,0,0,0,0,146387,146487,0,1,146487,146495,
84,0,13,84,146498,148321,148321,148416,0,2,0,1,0,0,0,0,0,0,148416,148516,0,1,148516,148568,
85,0,3,85,148571,150943,150943,150998,0,0,0,1,0,0,0,0,0,0,150998,151098,0,1,151098,151387,
86,0,6,86,151390,152988,152988,153036,0,2,1,0,0,0,0,0,0,0,153036,153136,0,1,153136,153161,
87,1,1,87,153164,155126,155126,155153,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
88,0,13,88,155656,155659,155659,155717,0,2,0,1,0,0,0,0,0,0,155717,155817,0,1,155817,155862,
89,0,12,89,155865,157407,157407,157451,0,2,1,0,0,0,0,0,0,0,157451,157551,0,1,157551,157563,
90,0,2,90,157566,159388,159388,159427,0,0,1,0,0,0,0,0,0,0,159427,159527,0,1,159527,159536,
91,1,3,91,159539,161191,161191,161254,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
92,1,2,92,161757,161836,161836,161857,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
93,0,11,93,162360,162449,162449,162550,0,6,0,1,0,0,0,0,0,0,162550,162650,0,1,162650,162657,
94,0,9,94,162660,164408,164408,164487,0,4,0,1,0,0,0,0,0,0,164487,164587,0,1,164587,164601,
95,0,13,95,164604,166249,166249,166355,0,4,0,1,0,0,0,0,0,0,166355,166455,0,1,166455,166467,
96,0,6,96,166470,168081,168081,168154,0,0,1,0,0,0,0,0,0,0,168154,168254,0,1,168254,168276,
97,0,1,97,168279,170233,170233,170314,0,6,0,1,0,0,0,0,0,0,170314,170414,0,1,170414,170425,
98,0,0,98,170428,172201,172201,172263,0,2,1,0,0,0,0,0,0,0,172263,172363,0,1,172363,172371,
99,0,12,99,172374,173737,173737,173791,0,0,1,0,0,0,0,0,0,0,173791,173891,0,1,173891,173892,
100,0,8,100,173895,175626,175626,175672,0,2,1,0,0,0,0,0,0,0,175672,175772,0,1,175772,175792,
101,0,8,101,175795,177614,177614,177661,0,0,1,0,0,0,0,0,0,0,177661,177761,0,1,177761,177802,
102,0,7,102,177805,179723,179723,179838,0,4,0,1,0,0,0,0,0,0,179838,179938,0,1,179938,180049,
103,1,10,103,180052,181887,181887,181917,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
104,0,5,104,182420,182678,182678,182749,0,4,0,1,0,0,0,0,0,0,182749,182849,0,1,182849,182880,
105,0,2,105,182883,184786,184786,184879,0,4,1,0,0,0,0,0,0,0,184879,184979,0,1,184979,184988,
106,0,6,106,184991,186715,186715,186757,0,0,1,0,0,0,0,0,0,0,186757,186857,0,1,186857,186869,
107,0,13,107,186872,188826,188826,188904,0,6,0,1,0,0,0,0,0,0,188904,189004,0,1,189004,189015,
108,0,10,108,189018,190805,190805,190903,0,0,1,0,0,0,0,0,0,0,190903,191003,0,1,191003,191017,
109,0,4,109,191020,192640,192640,192667,0,0,1,0,0,0,0,0,0,0,192667,192767,0,1,192767,192826,
110,0,9,110,192829,194551,194551,194683,0,4,0,1,0,0,0,0,0,0,194683,194783,0,1,194783,194797,
111,0,12,111,194800,196220,196220,196443,0,2,1,0,0,0,0,0,0,0,196443,196543,0,1,196543,196584,
112,0,10,112,196587,198263,198263,198298,0,0,1,0,0,0,0,0,0,0,198298,198398,0,1,198398,198403,
113,0,1,113,198406,199976,199976,200066,0,4,0,1,0,0,0,0,0,0,200066,200166,0,1,200166,200262,
114,1,11,114,200265,201807,201807,201873,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
115,1,3,115,202376,202467,202467,202495,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
116,0,12,116,202998,203266,203266,203313,0,2,1,0,0,0,0,0,0,0,203313,203413,0,1,203413,203487,
117,0,3,117,203490,205280,205280,205327,0,2,0,1,0,0,0,0,0,0,205327,205427,0,1,205427,205452,
118,0,9,118,205455,207001,207001,207167,0,4,0,1,0,0,0,0,0,0,207167,207267,0,1,207267,207284,
119,0,2,119,207287,208657,208657,208771,0,0,1,0,0,0,0,0,0,0,208771,208871,0,1,208871,208896,
120,0,13,120,208899,210515,210515,210584,0,4,0,1,0,0,0,0,0,0,210584,210684,0,1,210684,210696,
121,0,10,121,210699,212275,212275,212390,0,4,1,0,0,0,0,0,0,0,212390,212490,0,1,212490,212513,
122,0,9,122,212516,213889,213889,214029,0,4,0,1,0,0,0,0,0,0,214029,214129,0,1,214129,214162,
123,0,3,123,214165,215454,215454,215624,0,6,0,1,0,0,0,0,0,0,215624,215724,0,1,215724,215735,
124,128,11,124,215738,216000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ENDDATA
