STARTDATA
KLIMBIC OUTPUT FILE
MS EXCEL FORMAT
System,No System Name
User,Operant
Date,07-Dec-2019
Time,8:4
Box Index,1
ExptType,0
SessionRecord,42

Session Title,MiTg_inactivation
Protocol Title,grating orientation discrimination with punishment and distractors (bug fixed)
Protocol Description,nose-touch one of the two locations according to stimulus orientation (2AFC) + ignore distractor + punishment for wrong selection
Analysis Ref,CS-101
Dose Details,Index,0
Dose Table Item
n.a.
0
Unassigned
300
Subject Id,MiTg01
DB Ref,nbk_shaping07_MiTg_inactivation
DB Group,-1
Day Table,Image Discrimination Day Table
Duration,222000
Pellet Count,0
Fluid Count,98
Air Puff Count,0
Shock Count,0
F10 Sensor,X(0),
SL Target,1
SL Dummy,2
SS Target,1
SS Dummy,2
SensorTC
S(1),
208,
AutoControl,Index,3,
AC Comment,,T6_temp - 1T1D (70x70) VT/HZ = 1:1 (Tc-6, Dc-1-4)
01_corss,02_responsebox,03_mask_060,hz6_060,hz6_080,hz6_100,hz6_120,vt6_060,vt6_080,vt6_100,vt6_120,hz1_060,hz2_060,hz3_060,hz4_060,hz5_060,hz6_060,hz7_060,hz8_060,vt1_060,vt2_060,vt3_060,vt4_060,vt5_060,vt6_060,vt7_060,vt8_060,hz1_070,vt1_070,hz2_070,vt2_070,hz3_070,vt3_070,hz4_070,vt4_070,hz6_070,vt6_070,hz5_070,vt5_070,hz7_070,vt7_070,hz8_070,vt8_070,
Image Discrim Details
Trials,Banked,RptInc,RptMssd,CTLimited,CTLimit,All_Trials,C_Trials,I_Trials,M_Trials,Ex_Crcn_Trials
144,0,0,0,0,10001,0,0,0,0
Trial,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,
56,0,20,56,92582,94172,94172,94326,0,4,1,0,0,0,0,0,0,0,94326,94426,0,1,94426,94455,
57,0,23,57,94458,96680,96680,96707,0,0,0,1,0,0,0,0,0,0,96707,96807,0,1,96807,96841,
58,1,13,58,96844,98598,98598,98690,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
59,1,21,59,99043,99144,99144,99166,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
60,0,16,60,99519,99534,99534,99592,0,6,1,0,0,0,0,0,0,0,99592,99692,0,1,99692,99732,
61,0,18,61,99735,101435,101435,101510,0,0,1,0,0,0,0,0,0,0,101510,101610,0,1,101610,101667,
62,0,0,62,101670,103239,103239,103325,0,4,1,0,0,0,0,0,0,0,103325,103425,0,1,103425,103471,
63,0,17,63,103474,105164,105164,105490,0,2,0,1,0,0,0,0,0,0,105490,105590,0,1,105590,105651,
64,1,16,64,105654,107491,107491,107567,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
65,1,15,65,107920,108271,108271,108303,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
66,1,11,66,108656,108867,108867,108895,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
67,1,12,67,109248,109794,109794,109846,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
68,0,17,68,110199,110385,110385,110442,0,0,0,1,0,0,0,0,0,0,110442,110542,0,1,110542,110618,
69,0,5,69,110621,112565,112565,112659,0,4,0,1,0,0,0,0,0,0,112659,112759,0,1,112759,112780,
70,0,6,70,112783,115365,115365,115389,0,0,1,0,0,0,0,0,0,0,115389,115489,0,1,115489,115535,
71,1,5,71,115538,116676,116676,116752,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
72,0,14,72,117105,117242,117242,117270,0,0,1,0,0,0,0,0,0,0,117270,117370,0,1,117370,117401,
73,0,8,73,117404,119055,119055,119188,0,0,1,0,0,0,0,0,0,0,119188,119288,0,1,119288,119346,
74,0,9,74,119349,121127,121127,121173,0,0,0,1,0,0,0,0,0,0,121173,121273,0,1,121273,121324,
75,0,20,75,121327,123015,123015,123157,0,2,1,0,0,0,0,0,0,0,123157,123257,0,1,123257,123280,
76,1,16,76,123283,125012,125012,125658,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
77,0,14,77,126011,126096,126096,126130,0,0,1,0,0,0,0,0,0,0,126130,126230,0,1,126230,126411,
78,0,23,78,126414,127923,127923,128200,0,8,0,1,0,0,0,0,0,0,128200,128300,0,1,128300,128336,
79,0,15,79,128339,130115,130115,130157,0,0,0,1,0,0,0,0,0,0,130157,130257,0,1,130257,130284,
80,0,9,80,130287,131893,131893,131926,0,0,0,1,0,0,0,0,0,0,131926,132026,0,1,132026,132278,
81,0,7,81,132281,134280,134280,134314,0,0,0,1,0,0,0,0,0,0,134314,134414,0,1,134414,134446,
82,0,9,82,134449,136181,136181,136366,0,0,0,1,0,0,0,0,0,0,136366,136466,0,1,136466,136524,
83,1,16,83,136527,138380,138380,138537,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
84,0,7,84,138890,138895,138895,138946,0,0,0,1,0,0,0,0,0,0,138946,139046,0,1,139046,139103,
85,0,7,85,139106,141229,141229,141263,0,0,0,1,0,0,0,0,0,0,141263,141363,0,1,141363,141405,
86,0,4,86,141408,143231,143231,143266,0,2,1,0,0,0,0,0,0,0,143266,143366,0,1,143366,143388,
87,0,22,87,143391,145133,145133,145279,0,0,1,0,0,0,0,0,0,0,145279,145379,0,1,145379,145415,
88,0,17,88,145418,147129,147129,147253,0,4,0,1,0,0,0,0,0,0,147253,147353,0,1,147353,147405,
89,0,17,89,147408,149169,149169,149212,0,0,0,1,0,0,0,0,0,0,149212,149312,0,1,149312,149359,
90,0,20,90,149362,150900,150900,150942,0,2,1,0,0,0,0,0,0,0,150942,151042,0,1,151042,151146,
91,1,22,91,151149,152687,152687,152749,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
92,1,4,92,153102,153322,153322,153376,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
93,0,11,93,153729,153934,153934,154039,0,2,0,1,0,0,0,0,0,0,154039,154139,0,1,154139,154184,
94,0,7,94,154187,155841,155841,155871,0,0,0,1,0,0,0,0,0,0,155871,155971,0,1,155971,155993,
95,0,13,95,155996,157496,157496,157618,0,2,0,1,0,0,0,0,0,0,157618,157718,0,1,157718,157745,
96,0,6,96,157748,159202,159202,159391,0,4,1,0,0,0,0,0,0,0,159391,159491,0,1,159491,159512,
97,1,20,97,159515,161151,161151,161201,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
98,0,6,98,161554,162068,162068,162167,0,2,1,0,0,0,0,0,0,0,162167,162267,0,1,162267,162314,
99,1,22,99,162317,164020,164020,164084,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
100,0,13,100,164437,164707,164707,164743,0,0,0,1,0,0,0,0,0,0,164743,164843,0,1,164843,164873,
101,0,14,101,164876,166633,166633,166699,0,2,1,0,0,0,0,0,0,0,166699,166799,0,1,166799,166839,
102,0,21,102,166842,168555,168555,168842,0,0,0,1,0,0,0,0,0,0,168842,168942,0,1,168942,169017,
103,0,11,103,169020,170584,170584,170629,0,0,0,1,0,0,0,0,0,0,170629,170729,0,1,170729,170959,
104,1,22,104,170962,172895,172895,172931,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
105,1,7,105,173284,173904,173904,173935,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
106,0,4,106,174288,174293,174293,174380,0,6,1,0,0,0,0,0,0,0,174380,174480,0,1,174480,174547,
107,0,3,107,174550,175802,175802,175834,0,0,0,1,0,0,0,0,0,0,175834,175934,0,1,175934,175975,
108,0,12,108,175978,177842,177842,177877,0,0,1,0,0,0,0,0,0,0,177877,177977,0,1,177977,178001,
109,0,14,109,178004,179879,179879,179976,0,0,1,0,0,0,0,0,0,0,179976,180076,0,1,180076,180130,
110,1,19,110,180133,182060,182060,182088,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
111,0,21,111,182441,182449,182449,182985,0,12,0,1,0,0,0,0,0,0,182985,183085,0,1,183085,183116,
112,1,16,112,183119,187903,187903,187969,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
113,1,5,113,188322,188391,188391,188582,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
114,0,7,114,188935,188960,188960,188997,0,0,0,1,0,0,0,0,0,0,188997,189097,0,1,189097,189146,
115,0,10,115,189149,190949,190949,190992,0,0,1,0,0,0,0,0,0,0,190992,191092,0,1,191092,191122,
116,1,10,116,191125,193083,193083,193110,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
117,0,8,117,193463,193586,193586,193609,0,0,1,0,0,0,0,0,0,0,193609,193709,0,1,193709,193768,
118,0,1,118,193771,195028,195028,195098,0,0,0,1,0,0,0,0,0,0,195098,195198,0,1,195198,195229,
119,0,2,119,195232,197381,197381,197432,0,2,1,0,0,0,0,0,0,0,197432,197532,0,1,197532,197584,
120,0,2,120,197587,199611,199611,199694,0,2,1,0,0,0,0,0,0,0,199694,199794,0,1,199794,199847,
121,0,15,121,199850,201522,201522,201626,0,0,0,1,0,0,0,0,0,0,201626,201726,0,1,201726,201765,
122,0,18,122,201768,203886,203886,203915,0,0,1,0,0,0,0,0,0,0,203915,204015,0,1,204015,204066,
123,0,17,123,204069,205808,205808,205973,0,4,0,1,0,0,0,0,0,0,205973,206073,0,1,206073,206111,
124,0,2,124,206114,207755,207755,207853,0,0,1,0,0,0,0,0,0,0,207853,207953,0,1,207953,207986,
125,0,23,125,207989,209352,209352,209443,0,0,0,1,0,0,0,0,0,0,209443,209543,0,1,209543,209583,
126,0,4,126,209586,211241,211241,211305,0,2,1,0,0,0,0,0,0,0,211305,211405,0,1,211405,211454,
127,0,0,127,211457,213144,213144,213156,0,0,1,0,0,0,0,0,0,0,213156,213256,0,1,213256,213337,
128,0,23,128,213340,214701,214701,214747,0,2,0,1,0,0,0,0,0,0,214747,214847,0,1,214847,214893,
129,0,8,129,214896,216719,216719,216783,0,2,1,0,0,0,0,0,0,0,216783,216883,0,1,216883,216926,
130,0,14,130,216929,218960,218960,218995,0,0,1,0,0,0,0,0,0,0,218995,219095,0,1,219095,219271,
131,0,1,131,219274,220177,220177,220794,0,8,0,1,0,0,0,0,0,0,220794,220894,0,1,220894,220926,
132,128,5,132,220929,222000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ENDDATA
