STARTDATA
KLIMBIC OUTPUT FILE
MS EXCEL FORMAT
System,No System Name
User,Operant
Date,08-Nov-2019
Time,8:15
Box Index,1
ExptType,0
SessionRecord,14

Session Title,MiTg_inactivation
Protocol Title,grating orientation discrimination with punishment and distractors (bug fixed)
Protocol Description,nose-touch one of the two locations according to stimulus orientation (2AFC) + ignore distractor + punishment for wrong selection
Analysis Ref,CS-101
Dose Details,Index,0
Dose Table Item
n.a.
0
Unassigned
300
Subject Id,MiTg01
DB Ref,nbk_shaping07_MiTg_inactivation
DB Group,-1
Day Table,Image Discrimination Day Table
Duration,222000
Pellet Count,0
Fluid Count,106
Air Puff Count,0
Shock Count,0
F10 Sensor,X(0),
SL Target,1
SL Dummy,2
SS Target,1
SS Dummy,2
SensorTC
S(1),
225,
AutoControl,Index,2,
AC Comment,,T6 - 1T1D (70x70) VT/HZ = 1:1 (Tc-6, Dc-1,2)
01_corss,02_responsebox,03_mask_060,hz6_060,hz6_080,hz6_100,hz6_120,vt6_060,vt6_080,vt6_100,vt6_120,hz1_060,hz2_060,hz3_060,hz4_060,hz5_060,hz6_060,hz7_060,hz8_060,vt1_060,vt2_060,vt3_060,vt4_060,vt5_060,vt6_060,vt7_060,vt8_060,hz1_070,vt1_070,hz2_070,vt2_070,hz3_070,vt3_070,hz4_070,vt4_070,hz6_070,vt6_070,
Image Discrim Details
Trials,Banked,RptInc,RptMssd,CTLimited,CTLimit,All_Trials,C_Trials,I_Trials,M_Trials,Ex_Crcn_Trials
140,0,0,0,0,10001,0,0,0,0
Trial,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,
97,0,1,97,169444,170662,170662,170810,0,8,0,1,0,0,0,0,0,0,170810,170910,0,1,170910,170933,
98,0,5,98,170936,172310,172310,172426,0,0,0,1,0,0,0,0,0,0,172426,172526,0,1,172526,172548,
99,1,0,99,172551,173913,173913,174112,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
100,1,4,100,174465,174467,174467,174518,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
101,0,1,101,174871,175352,175352,175522,0,6,0,1,0,0,0,0,0,0,175522,175622,0,1,175622,175636,
102,0,5,102,175639,177026,177026,177195,0,4,0,1,0,0,0,0,0,0,177195,177295,0,1,177295,177315,
103,0,0,103,177318,178672,178672,178877,0,6,1,0,0,0,0,0,0,0,178877,178977,0,1,178977,179017,
104,0,8,104,179020,180390,180390,180586,0,4,1,0,0,0,0,0,0,0,180586,180686,0,1,180686,180721,
105,1,9,105,180724,182167,182167,182252,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
106,0,9,106,182605,182785,182785,182864,0,2,0,1,0,0,0,0,0,0,182864,182964,0,1,182964,183008,
107,0,3,107,183011,184542,184542,184587,0,0,0,1,0,0,0,0,0,0,184587,184687,0,1,184687,184703,
108,1,6,108,184706,186156,186156,186237,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
109,0,8,109,186590,186716,186716,186814,0,4,1,0,0,0,0,0,0,0,186814,186914,0,1,186914,186949,
110,0,9,110,186952,188407,188407,188447,0,0,0,1,0,0,0,0,0,0,188447,188547,0,1,188547,188567,
111,1,4,111,188570,190205,190205,190333,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
112,1,1,112,190686,190775,190775,190817,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
113,1,12,113,191170,191239,191239,191316,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
114,0,7,114,191669,191870,191870,191975,0,2,0,1,0,0,0,0,0,0,191975,192075,0,1,192075,192103,
115,0,6,115,192106,193574,193574,193702,0,2,1,0,0,0,0,0,0,0,193702,193802,0,1,193802,193843,
116,0,5,116,193846,195373,195373,195564,0,4,0,1,0,0,0,0,0,0,195564,195664,0,1,195664,195689,
117,1,12,117,195692,197402,197402,197499,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
118,1,10,118,197852,197991,197991,198107,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
119,0,11,119,198460,198989,198989,199031,0,0,0,1,0,0,0,0,0,0,199031,199131,0,1,199131,199209,
120,0,3,120,199212,200689,200689,200731,0,0,0,1,0,0,0,0,0,0,200731,200831,0,1,200831,200855,
121,0,12,121,200858,202376,202376,202522,0,6,1,0,0,0,0,0,0,0,202522,202622,0,1,202622,202653,
122,0,6,122,202656,204637,204637,204769,0,6,1,0,0,0,0,0,0,0,204769,204869,0,1,204869,204902,
123,0,8,123,204905,206459,206459,206750,0,8,1,0,0,0,0,0,0,0,206750,206850,0,1,206850,206884,
124,0,2,124,206887,208410,208410,208589,0,6,1,0,0,0,0,0,0,0,208589,208689,0,1,208689,208722,
125,1,8,125,208725,210238,210238,210344,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
126,0,4,126,210697,210722,210722,210965,0,4,1,0,0,0,0,0,0,0,210965,211065,0,1,211065,211126,
127,0,0,127,211129,212355,212355,212414,0,2,1,0,0,0,0,0,0,0,212414,212514,0,1,212514,212529,
128,0,13,128,212532,214292,214292,214363,0,2,0,1,0,0,0,0,0,0,214363,214463,0,1,214463,214487,
129,0,0,129,214490,216154,216154,216276,0,6,1,0,0,0,0,0,0,0,216276,216376,0,1,216376,216414,
130,0,4,130,216417,218027,218027,218222,0,4,1,0,0,0,0,0,0,0,218222,218322,0,1,218322,218380,
131,1,7,131,218383,220070,220070,220469,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
132,0,10,132,220822,220976,220976,221092,0,4,1,0,0,0,0,0,0,0,221092,221192,0,1,221192,221226,
133,128,6,133,221229,222000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ENDDATA
