STARTDATA
KLIMBIC OUTPUT FILE
MS EXCEL FORMAT
System,No System Name
User,Operant
Date,09-Nov-2019
Time,8:19
Box Index,1
ExptType,0
SessionRecord,15

Session Title,MiTg_inactivation
Protocol Title,grating orientation discrimination with punishment and distractors (bug fixed)
Protocol Description,nose-touch one of the two locations according to stimulus orientation (2AFC) + ignore distractor + punishment for wrong selection
Analysis Ref,CS-101
Dose Details,Index,0
Dose Table Item
n.a.
0
Unassigned
300
Subject Id,MiTg01
DB Ref,nbk_shaping07_MiTg_inactivation
DB Group,-1
Day Table,Image Discrimination Day Table
Duration,222000
Pellet Count,0
Fluid Count,100
Air Puff Count,0
Shock Count,0
F10 Sensor,X(0),
SL Target,1
SL Dummy,2
SS Target,1
SS Dummy,2
SensorTC
S(1),
219,
AutoControl,Index,2,
AC Comment,,T6 - 1T1D (70x70) VT/HZ = 1:1 (Tc-6, Dc-1,2)
01_corss,02_responsebox,03_mask_060,hz6_060,hz6_080,hz6_100,hz6_120,vt6_060,vt6_080,vt6_100,vt6_120,hz1_060,hz2_060,hz3_060,hz4_060,hz5_060,hz6_060,hz7_060,hz8_060,vt1_060,vt2_060,vt3_060,vt4_060,vt5_060,vt6_060,vt7_060,vt8_060,hz1_070,vt1_070,hz2_070,vt2_070,hz3_070,vt3_070,hz4_070,vt4_070,hz6_070,vt6_070,
Image Discrim Details
Trials,Banked,RptInc,RptMssd,CTLimited,CTLimit,All_Trials,C_Trials,I_Trials,M_Trials,Ex_Crcn_Trials
140,0,0,0,0,10001,0,0,0,0
Trial,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,
72,0,3,72,134356,135604,135604,135901,0,8,0,1,0,0,0,0,0,0,135901,136001,0,1,136001,136019,
73,0,2,73,136022,137641,137641,137704,0,0,1,0,0,0,0,0,0,0,137704,137804,0,1,137804,137823,
74,0,8,74,137826,139495,139495,139525,0,2,1,0,0,0,0,0,0,0,139525,139625,0,1,139625,139640,
75,0,7,75,139643,141170,141170,141223,0,0,0,1,0,0,0,0,0,0,141223,141323,0,1,141323,141339,
76,1,10,76,141342,143169,143169,143348,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
77,0,8,77,143701,143988,143988,144036,0,0,1,0,0,0,0,0,0,0,144036,144136,0,1,144136,144147,
78,1,1,78,144150,145850,145850,145910,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
79,0,0,79,146263,146316,146316,146393,0,4,1,0,0,0,0,0,0,0,146393,146493,0,1,146493,146513,
80,0,2,80,146516,147961,147961,148038,0,0,1,0,0,0,0,0,0,0,148038,148138,0,1,148138,148153,
81,1,7,81,148156,149777,149777,150105,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
82,0,1,82,150458,150490,150490,150546,0,0,0,1,0,0,0,0,0,0,150546,150646,0,1,150646,150651,
83,0,7,83,150654,152415,152415,152508,0,2,0,1,0,0,0,0,0,0,152508,152608,0,1,152608,152616,
84,0,9,84,152619,154139,154139,154211,0,4,0,1,0,0,0,0,0,0,154211,154311,0,1,154311,154343,
85,1,1,85,154346,155900,155900,155952,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
86,0,6,86,156305,156345,156345,156391,0,2,1,0,0,0,0,0,0,0,156391,156491,0,1,156491,156520,
87,0,10,87,156523,158338,158338,158400,0,0,1,0,0,0,0,0,0,0,158400,158500,0,1,158500,158531,
88,0,11,88,158534,160235,160235,160259,0,0,0,1,0,0,0,0,0,0,160259,160359,0,1,160359,160389,
89,0,13,89,160392,162163,162163,162208,0,2,0,1,0,0,0,0,0,0,162208,162308,0,1,162308,162319,
90,1,11,90,162322,164305,164305,164504,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
91,0,5,91,164857,164885,164885,165000,0,4,0,1,0,0,0,0,0,0,165000,165100,0,1,165100,165116,
92,0,11,92,165119,167709,167709,167876,0,6,0,1,0,0,0,0,0,0,167876,167976,0,1,167976,168044,
93,0,1,93,168047,169664,169664,169698,0,0,0,1,0,0,0,0,0,0,169698,169798,0,1,169798,169825,
94,0,1,94,169828,171804,171804,171974,0,4,0,1,0,0,0,0,0,0,171974,172074,0,1,172074,172081,
95,0,7,95,172084,174067,174067,174128,0,0,0,1,0,0,0,0,0,0,174128,174228,0,1,174228,174260,
96,0,12,96,174263,175617,175617,175702,0,2,1,0,0,0,0,0,0,0,175702,175802,0,1,175802,175820,
97,0,5,97,175823,177417,177417,177610,0,0,0,1,0,0,0,0,0,0,177610,177710,0,1,177710,177794,
98,0,9,98,177797,179557,179557,179594,0,0,0,1,0,0,0,0,0,0,179594,179694,0,1,179694,179778,
99,0,10,99,179781,181371,181371,181505,0,4,1,0,0,0,0,0,0,0,181505,181605,0,1,181605,181609,
100,0,10,100,181612,183164,183164,183398,0,2,1,0,0,0,0,0,0,0,183398,183498,0,1,183498,183528,
101,0,7,101,183531,185251,185251,185562,0,2,0,1,0,0,0,0,0,0,185562,185662,0,1,185662,185689,
102,1,5,102,185692,187369,187369,187639,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
103,0,8,103,187992,188676,188676,188867,0,6,1,0,0,0,0,0,0,0,188867,188967,0,1,188967,189025,
104,0,3,104,189028,190796,190796,190830,0,0,0,1,0,0,0,0,0,0,190830,190930,0,1,190930,190950,
105,1,12,105,190953,192487,192487,192555,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
106,0,12,106,192908,192914,192914,192997,0,6,1,0,0,0,0,0,0,0,192997,193097,0,1,193097,193127,
107,0,9,107,193130,195057,195057,195097,0,0,0,1,0,0,0,0,0,0,195097,195197,0,1,195197,195248,
108,0,13,108,195251,196992,196992,197034,0,0,0,1,0,0,0,0,0,0,197034,197134,0,1,197134,197191,
109,0,5,109,197194,198820,198820,198859,0,0,0,1,0,0,0,0,0,0,198859,198959,0,1,198959,199026,
110,0,7,110,199029,202361,202361,202429,0,0,0,1,0,0,0,0,0,0,202429,202529,0,1,202529,202548,
111,0,4,111,202551,204263,204263,204435,0,14,1,0,0,0,0,0,0,0,204435,204535,0,1,204535,204560,
112,0,0,112,204563,206163,206163,206245,0,6,1,0,0,0,0,0,0,0,206245,206345,0,1,206345,206382,
113,0,2,113,206385,207975,207975,208166,0,14,1,0,0,0,0,0,0,0,208166,208266,0,1,208266,208307,
114,0,7,114,208310,209828,209828,210016,0,0,0,1,0,0,0,0,0,0,210016,210116,0,1,210116,210143,
115,0,10,115,210146,211880,211880,212094,0,6,1,0,0,0,0,0,0,0,212094,212194,0,1,212194,212237,
116,0,3,116,212240,213709,213709,213755,0,2,0,1,0,0,0,0,0,0,213755,213855,0,1,213855,213876,
117,0,2,117,213879,215583,215583,215704,0,6,1,0,0,0,0,0,0,0,215704,215804,0,1,215804,215824,
118,0,9,118,215827,217417,217417,217642,0,4,0,1,0,0,0,0,0,0,217642,217742,0,1,217742,217758,
119,0,3,119,217761,219287,219287,219330,0,0,0,1,0,0,0,0,0,0,219330,219430,0,1,219430,219469,
120,1,10,120,219472,221431,221431,221462,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
121,128,11,121,221815,221850,221850,222000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ENDDATA
