STARTDATA
KLIMBIC OUTPUT FILE
MS EXCEL FORMAT
System,No System Name
User,Operant
Date,02-Nov-2019
Time,8:17
Box Index,1
ExptType,0
SessionRecord,5

Session Title,MiTg_inactivation
Protocol Title,grating orientation discrimination with punishment and distractors (bug fixed)
Protocol Description,nose-touch one of the two locations according to stimulus orientation (2AFC) + ignore distractor + punishment for wrong selection
Analysis Ref,CS-101
Dose Details,Index,0
Dose Table Item
n.a.
0
Unassigned
300
Subject Id,MiTg01
DB Ref,nbk_shaping07_MiTg_inactivation
DB Group,-1
Day Table,Image Discrimination Day Table
Duration,222000
Pellet Count,0
Fluid Count,89
Air Puff Count,0
Shock Count,0
F10 Sensor,X(0),
SL Target,1
SL Dummy,2
SS Target,1
SS Dummy,2
SensorTC
S(1),
217,
AutoControl,Index,2,
AC Comment,,T6 - 1T1D (70x70) VT/HZ = 1:1 (Tc-6, Dc-1)
01_corss,02_responsebox,03_mask_060,hz6_060,hz6_080,hz6_100,hz6_120,vt6_060,vt6_080,vt6_100,vt6_120,hz1_060,hz2_060,hz3_060,hz4_060,hz5_060,hz6_060,hz7_060,hz8_060,vt1_060,vt2_060,vt3_060,vt4_060,vt5_060,vt6_060,vt7_060,vt8_060,hz1_070,vt1_070,hz2_070,vt2_070,hz3_070,vt3_070,hz4_070,vt4_070,hz6_070,vt6_070,
Image Discrim Details
Trials,Banked,RptInc,RptMssd,CTLimited,CTLimit,All_Trials,C_Trials,I_Trials,M_Trials,Ex_Crcn_Trials
160,0,0,0,0,10001,0,0,0,0
Trial,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,
44,0,6,44,90780,92959,92959,93163,0,4,1,0,0,0,0,0,0,0,93163,93263,0,1,93263,93281,
45,0,0,45,93284,95389,95389,95698,0,4,1,0,0,0,0,0,0,0,95698,95798,0,1,95798,95831,
46,0,1,46,95834,97770,97770,97932,0,4,0,1,0,0,0,0,0,0,97932,98032,0,1,98032,98064,
47,0,4,47,98067,99974,99974,100108,0,2,1,0,0,0,0,0,0,0,100108,100208,0,1,100208,100217,
48,1,5,48,100220,102549,102549,102587,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
49,1,0,49,102940,102965,102965,103012,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
50,0,2,50,103365,103872,103872,104320,0,14,1,0,0,0,0,0,0,0,104320,104420,0,1,104420,104451,
51,0,3,51,104454,106474,106474,106593,0,6,0,1,0,0,0,0,0,0,106593,106693,0,1,106693,106709,
52,0,0,52,106712,108592,108592,108998,0,12,1,0,0,0,0,0,0,0,108998,109098,0,1,109098,109142,
53,0,6,53,109145,111274,111274,111412,0,2,1,0,0,0,0,0,0,0,111412,111512,0,1,111512,111545,
54,1,2,54,111548,113731,113731,113762,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
55,0,5,55,114115,114291,114291,114322,0,0,0,1,0,0,0,0,0,0,114322,114422,0,1,114422,114445,
56,0,2,56,114448,117111,117111,117365,0,8,1,0,0,0,0,0,0,0,117365,117465,0,1,117465,117499,
57,0,0,57,117502,119646,119646,119814,0,2,1,0,0,0,0,0,0,0,119814,119914,0,1,119914,119937,
58,0,0,58,119940,121984,121984,122084,0,4,1,0,0,0,0,0,0,0,122084,122184,0,1,122184,122206,
59,0,5,59,122209,124195,124195,124267,0,0,0,1,0,0,0,0,0,0,124267,124367,0,1,124367,124385,
60,0,7,60,124388,126559,126559,126622,0,0,0,1,0,0,0,0,0,0,126622,126722,0,1,126722,126743,
61,0,3,61,126746,128646,128646,128701,0,2,0,1,0,0,0,0,0,0,128701,128801,0,1,128801,128824,
62,0,4,62,128827,130746,130746,130864,0,2,1,0,0,0,0,0,0,0,130864,130964,0,1,130964,130982,
63,0,4,63,130985,132832,132832,132963,0,2,1,0,0,0,0,0,0,0,132963,133063,0,1,133063,133079,
64,0,2,64,133082,134877,134877,135031,0,2,1,0,0,0,0,0,0,0,135031,135131,0,1,135131,135145,
65,0,7,65,135148,137206,137206,137310,0,0,0,1,0,0,0,0,0,0,137310,137410,0,1,137410,137458,
66,0,4,66,137461,139903,139903,140024,0,2,1,0,0,0,0,0,0,0,140024,140124,0,1,140124,140147,
67,1,6,67,140150,142314,142314,142506,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
68,0,7,68,142859,143297,143297,143583,0,4,0,1,0,0,0,0,0,0,143583,143683,0,1,143683,143713,
69,0,6,69,143716,145680,145680,145773,0,0,1,0,0,0,0,0,0,0,145773,145873,0,1,145873,145896,
70,0,5,70,145899,147718,147718,147774,0,0,0,1,0,0,0,0,0,0,147774,147874,0,1,147874,147904,
71,1,2,71,147907,149978,149978,150020,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
72,0,3,72,150373,150483,150483,150520,0,2,0,1,0,0,0,0,0,0,150520,150620,0,1,150620,150672,
73,0,0,73,150675,152649,152649,152745,0,4,1,0,0,0,0,0,0,0,152745,152845,0,1,152845,152868,
74,0,5,74,152871,154729,154729,154876,0,0,0,1,0,0,0,0,0,0,154876,154976,0,1,154976,155007,
75,1,1,75,155010,157154,157154,157182,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
76,0,1,76,157535,157683,157683,157729,0,2,0,1,0,0,0,0,0,0,157729,157829,0,1,157829,157891,
77,0,0,77,157894,160241,160241,160285,0,2,1,0,0,0,0,0,0,0,160285,160385,0,1,160385,160408,
78,0,2,78,160411,162662,162662,162743,0,2,1,0,0,0,0,0,0,0,162743,162843,0,1,162843,162873,
79,0,6,79,162876,165480,165480,165623,0,8,1,0,0,0,0,0,0,0,165623,165723,0,1,165723,165744,
80,0,2,80,165747,167837,167837,168023,0,0,1,0,0,0,0,0,0,0,168023,168123,0,1,168123,168153,
81,0,0,81,168156,170077,170077,170142,0,2,1,0,0,0,0,0,0,0,170142,170242,0,1,170242,170273,
82,1,1,82,170276,172329,172329,172484,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
83,1,0,83,172837,172841,172841,173034,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
84,0,1,84,173387,173465,173465,173519,0,0,0,1,0,0,0,0,0,0,173519,173619,0,1,173619,173680,
85,0,7,85,173683,175626,175626,175922,0,2,0,1,0,0,0,0,0,0,175922,176022,0,1,176022,176049,
86,0,2,86,176052,178071,178071,178214,0,0,1,0,0,0,0,0,0,0,178214,178314,0,1,178314,178341,
87,0,5,87,178344,180676,180676,180731,0,0,0,1,0,0,0,0,0,0,180731,180831,0,1,180831,180923,
88,1,7,88,180926,182823,182823,182924,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
89,0,3,89,183277,183321,183321,183357,0,2,0,1,0,0,0,0,0,0,183357,183457,0,1,183457,183491,
90,0,5,90,183494,185395,185395,185430,0,0,0,1,0,0,0,0,0,0,185430,185530,0,1,185530,185559,
91,0,6,91,185562,187675,187675,187839,0,4,1,0,0,0,0,0,0,0,187839,187939,0,1,187939,187976,
92,0,6,92,187979,189703,189703,189803,0,6,1,0,0,0,0,0,0,0,189803,189903,0,1,189903,189933,
93,0,6,93,189936,191699,191699,191726,0,2,1,0,0,0,0,0,0,0,191726,191826,0,1,191826,191859,
94,0,4,94,191862,193633,193633,193793,0,2,1,0,0,0,0,0,0,0,193793,193893,0,1,193893,193914,
95,0,4,95,193917,196186,196186,196215,0,0,1,0,0,0,0,0,0,0,196215,196315,0,1,196315,196420,
96,1,3,96,196423,198361,198361,198413,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
97,0,7,97,198766,198900,198900,199157,0,2,0,1,0,0,0,0,0,0,199157,199257,0,1,199257,199485,
98,0,1,98,199488,201458,201458,201506,0,0,0,1,0,0,0,0,0,0,201506,201606,0,1,201606,201638,
99,0,6,99,201641,203323,203323,203412,0,4,1,0,0,0,0,0,0,0,203412,203512,0,1,203512,203550,
100,0,1,100,203553,205297,205297,205385,0,0,0,1,0,0,0,0,0,0,205385,205485,0,1,205485,205512,
101,0,3,101,205515,207499,207499,207528,0,0,0,1,0,0,0,0,0,0,207528,207628,0,1,207628,207678,
102,0,7,102,207681,209465,209465,209509,0,2,0,1,0,0,0,0,0,0,209509,209609,0,1,209609,209663,
103,0,7,103,209666,211216,211216,211254,0,0,0,1,0,0,0,0,0,0,211254,211354,0,1,211354,211385,
104,0,6,104,211388,213214,213214,213285,0,2,1,0,0,0,0,0,0,0,213285,213385,0,1,213385,213409,
105,0,5,105,213412,215300,215300,215344,0,0,0,1,0,0,0,0,0,0,215344,215444,0,1,215444,215464,
106,0,1,106,215467,217067,217067,217247,0,0,0,1,0,0,0,0,0,0,217247,217347,0,1,217347,217400,
107,0,5,107,217403,219282,219282,219627,0,2,0,1,0,0,0,0,0,0,219627,219727,0,1,219727,219755,
108,0,0,108,219758,221395,221395,221640,0,2,1,0,0,0,0,0,0,0,221640,221740,0,1,221740,221784,
109,128,3,109,221787,222000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ENDDATA
