STARTDATA
KLIMBIC OUTPUT FILE
MS EXCEL FORMAT
System,No System Name
User,Operant
Date,23-Feb-2020
Time,8:37
Box Index,1
ExptType,0
SessionRecord,118

Session Title,SCB
Protocol Title,grating orientation discrimination with punishment and distractors (bug fixed)
Protocol Description,nose-touch one of the two locations according to stimulus orientation (2AFC) + ignore distractor + punishment for wrong selection
Analysis Ref,CS-101
Dose Details,Index,0
Dose Table Item
n.a.
0
Unassigned
300
Subject Id,SCB_2
DB Ref,SCB_nbk_shaping07
DB Group,-1
Day Table,Image Discrimination Day Table
Duration,240000
Pellet Count,0
Fluid Count,146
Air Puff Count,0
Shock Count,0
F10 Sensor,X(0),
SL Target,1
SL Dummy,2
SS Target,1
SS Dummy,2
SensorTC
S(1),
318,
AutoControl,Index,3,
AC Comment,,T2_retrain - 1T1D (110x110)  VT/HZ = 1:1 (Tc-6, Dc-1-3)
01_cross,02_responsebox,03_mask_060,hz6_060,hz6_080,hz6_100,hz6_120,vt6_060,vt6_080,vt6_100,vt6_120,hz1_120,vt1_120,hz2_120,vt2_120,hz3_120,vt3_120,hz4_120,vt4_120,hz5_120,vt5_120,hz7_120,vt7_120,hz8_120,vt8_120,hz6_110,hz1_110,vt6_110,vt1_110,hz2_110,vt2_110,hz3_110,vt3_110,hz4_110,vt4_110,hz5_110,vt5_110,hz6_110,vt6_110,hz7_110,vt7_110,hz8_110,vt8_110,
Image Discrim Details
Trials,Banked,RptInc,RptMssd,CTLimited,CTLimit,All_Trials,C_Trials,I_Trials,M_Trials,Ex_Crcn_Trials
84,0,0,0,0,1000,1,0,0,0,0,
Trial,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,
T2Freq,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,
T2Ampl,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,
T2Burst,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
T2Period,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,
T2Delay,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
T2ToneCount,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,


Trials

,,,,Stage (4),Stage (4),Stage (5),Stage (5),Stage (5),Stage (5),Stage (5),Stage (5),Stage (5),Stage (5),Stage (5),Stage (5),Stage (5),Stage (9),Stage (9),Stage (10),Stage (12),Stage (12),
Trial,,Item,TT,,,,,Target,Dummy,Count :-,Count :-,Count :-,Count :-,Count :-,Count :-,Count :-,,,Reward,,,
Ref,Outcome,Index,Index,Entry,Exit,Entry,Exit,Report,Report,W(1),W(2),W(3),W(4),W(5),W(6),W(7),Entry,Exit,Count :-,Entry,Exit,
0,0,2,0,1003,1278,1278,1326,1326,0,0,1,0,1,0,0,0,1326,1426,0,1426,1460,
1,0,12,1,1463,2603,2603,2626,2626,0,0,0,0,1,0,0,0,2626,2726,0,2726,2763,
2,0,6,2,2766,3567,3567,3592,3592,0,0,0,0,1,0,0,0,3592,3692,0,3692,3730,
3,2,10,3,3733,4490,4490,5090,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
4,1,3,4,5093,5154,5154,5739,0,5739,0,1,0,1,0,0,0,0,0,0,0,0,
5,1,7,5,6042,6528,6528,6573,0,6573,0,0,0,1,0,0,0,0,0,0,0,0,
6,0,5,6,6876,7240,7240,7307,7307,0,0,0,1,0,0,0,0,7307,7407,0,7407,7489,
7,0,10,7,7492,8329,8329,8359,8359,0,0,0,0,1,0,0,0,8359,8459,0,8459,8495,
8,0,12,8,8498,9429,9429,9455,9455,0,0,0,0,1,0,0,0,9455,9555,0,9555,9571,
9,0,1,9,9574,10434,10434,10458,10458,0,0,0,0,1,0,0,0,10458,10558,0,10558,10582,
10,1,13,10,10585,12010,12010,12031,0,12031,0,0,0,1,0,0,0,0,0,0,0,0,
11,0,1,11,12334,12680,12680,12723,12723,0,0,0,0,1,0,0,0,12723,12823,0,12823,12858,
12,0,12,12,12861,13797,13797,13821,13821,0,0,0,0,1,0,0,0,13821,13921,0,13921,13950,
13,1,3,13,13953,14977,14977,15000,0,15000,0,0,0,1,0,0,0,0,0,0,0,0,
14,1,13,14,15303,15632,15632,15664,0,15664,0,0,0,1,0,0,0,0,0,0,0,0,
15,0,4,15,15967,16370,16370,16400,16400,0,0,0,0,1,0,0,0,16400,16500,0,16500,16568,
16,1,5,16,16571,17653,17653,17689,0,17689,0,0,0,1,0,0,0,0,0,0,0,0,
17,1,7,17,17992,18309,18309,18342,0,18342,0,0,0,1,0,0,0,0,0,0,0,0,
18,1,0,18,18645,19685,19685,19719,0,19719,0,0,0,1,0,0,0,0,0,0,0,0,
19,0,1,19,20022,20687,20687,20723,20723,0,0,0,0,1,0,0,0,20723,20823,0,20823,20857,
20,0,2,20,20860,22509,22509,22535,22535,0,0,0,0,1,0,0,0,22535,22635,0,22635,22663,
21,0,4,21,22666,24861,24861,24898,24898,0,0,0,0,1,0,0,0,24898,24998,0,24998,25017,
22,1,9,22,25020,26157,26157,26190,0,26190,0,0,0,1,0,0,0,0,0,0,0,0,
23,0,1,23,26493,26738,26738,26773,26773,0,0,0,0,1,0,0,0,26773,26873,0,26873,26886,
24,0,4,24,26889,27951,27951,27982,27982,0,0,0,0,1,0,0,0,27982,28082,0,28082,28102,
25,1,13,25,28105,29168,29168,29191,0,29191,0,0,0,1,0,0,0,0,0,0,0,0,
26,2,9,26,29494,29515,29515,30115,0,0,0,2,0,0,0,0,0,0,0,0,0,0,
27,0,5,27,30118,30692,30692,30760,30760,0,0,0,1,0,0,0,0,30760,30860,0,30860,30954,
28,0,5,28,30957,31876,31876,31946,31946,0,0,1,1,0,0,0,0,31946,32046,0,32046,32117,
29,0,13,29,32120,33550,33550,33617,33617,0,0,0,1,0,0,0,0,33617,33717,0,33717,33778,
30,0,1,30,33781,34869,34869,34893,34893,0,0,0,0,1,0,0,0,34893,34993,0,34993,35037,
31,1,0,31,35040,36056,36056,36081,0,36081,0,0,0,1,0,0,0,0,0,0,0,0,
32,0,1,32,36384,36858,36858,36891,36891,0,0,0,0,1,0,0,0,36891,36991,0,36991,37088,
33,0,2,33,37091,38178,38178,38205,38205,0,0,0,0,1,0,0,0,38205,38305,0,38305,38330,
34,0,12,34,38333,39349,39349,39370,39370,0,0,0,0,1,0,0,0,39370,39470,0,39470,39501,
35,0,6,35,39504,41012,41012,41035,41035,0,0,0,0,1,0,0,0,41035,41135,0,41135,41160,
36,1,9,36,41163,42160,42160,42184,0,42184,0,0,0,1,0,0,0,0,0,0,0,0,
37,0,10,37,42487,42489,42489,42517,42517,0,0,0,0,1,0,0,0,42517,42617,0,42617,42682,
38,1,11,38,42685,43636,43636,43667,0,43667,0,0,0,1,0,0,0,0,0,0,0,0,
39,1,3,39,43970,43978,43978,44014,0,44014,0,0,0,1,0,0,0,0,0,0,0,0,
40,0,8,40,44317,44643,44643,44677,44677,0,0,0,0,1,0,0,0,44677,44777,0,44777,44818,
41,0,8,41,44821,45819,45819,45845,45845,0,0,0,0,1,0,0,0,45845,45945,0,45945,45967,
42,0,4,42,45970,46836,46836,46862,46862,0,0,0,0,1,0,0,0,46862,46962,0,46962,46987,
43,1,11,43,46990,48029,48029,48052,0,48052,0,0,0,1,0,0,0,0,0,0,0,0,
44,0,12,44,48355,48375,48375,48413,48413,0,0,0,0,1,0,0,0,48413,48513,0,48513,48551,
45,0,6,45,48554,49521,49521,49542,49542,0,0,0,0,1,0,0,0,49542,49642,0,49642,49673,
46,1,13,46,49676,50868,50868,50892,0,50892,0,0,0,1,0,0,0,0,0,0,0,0,
47,0,7,47,51195,51787,51787,51841,51841,0,0,0,1,0,0,0,0,51841,51941,0,51941,52013,
48,1,5,48,52016,53088,53088,53131,0,53131,0,0,0,1,0,0,0,0,0,0,0,0,
49,0,8,49,53434,53659,53659,53725,53725,0,0,0,0,1,0,0,0,53725,53825,0,53825,53843,
50,0,7,50,53846,54813,54813,54869,54869,0,0,0,1,0,0,0,0,54869,54969,0,54969,55023,
51,0,13,51,55026,55987,55987,56045,56045,0,0,0,1,0,0,0,0,56045,56145,0,56145,56215,
52,0,3,52,56218,57347,57347,57391,57391,0,0,0,1,0,0,0,0,57391,57491,0,57491,57551,
53,0,0,53,57554,58681,58681,58732,58732,0,0,0,1,0,0,0,0,58732,58832,0,58832,58883,
54,0,10,54,58886,59734,59734,59760,59760,0,0,0,0,1,0,0,0,59760,59860,0,59860,59888,
55,0,6,55,59891,60857,60857,60884,60884,0,0,0,0,1,0,0,0,60884,60984,0,60984,61009,
56,0,6,56,61012,61913,61913,61937,61937,0,0,0,0,1,0,0,0,61937,62037,0,62037,62076,
57,0,2,57,62079,62876,62876,62896,62896,0,0,0,0,1,0,0,0,62896,62996,0,62996,63018,
58,1,7,58,63021,64035,64035,64065,0,64065,0,0,0,1,0,0,0,0,0,0,0,0,
59,0,10,59,64368,64392,64392,64443,64443,0,0,1,0,1,0,0,0,64443,64543,0,64543,64571,
60,0,11,60,64574,65564,65564,65618,65618,0,0,0,1,0,0,0,0,65618,65718,0,65718,65768,
61,0,11,61,65771,66618,66618,66668,66668,0,0,0,1,0,0,0,0,66668,66768,0,66768,66839,
62,0,4,62,66842,67771,67771,67805,67805,0,0,0,0,1,0,0,0,67805,67905,0,67905,67926,
63,0,6,63,67929,68831,68831,68856,68856,0,0,0,0,1,0,0,0,68856,68956,0,68956,68974,
64,1,9,64,68977,69725,69725,69749,0,69749,0,0,0,1,0,0,0,0,0,0,0,0,
65,0,4,65,70052,70448,70448,70484,70484,0,0,0,0,1,0,0,0,70484,70584,0,70584,70611,
66,1,11,66,70614,71636,71636,71674,0,71674,0,0,0,1,0,0,0,0,0,0,0,0,
67,0,9,67,71977,71982,71982,72071,72071,0,0,1,1,0,0,0,0,72071,72171,0,72171,72233,
68,0,7,68,72236,73063,73063,73138,73138,0,0,0,1,0,0,0,0,73138,73238,0,73238,73308,
69,0,2,69,73311,74159,74159,74187,74187,0,0,0,0,1,0,0,0,74187,74287,0,74287,74310,
70,0,12,70,74313,75730,75730,75753,75753,0,0,0,0,1,0,0,0,75753,75853,0,75853,75870,
71,0,2,71,75873,76736,76736,76760,76760,0,0,0,0,1,0,0,0,76760,76860,0,76860,76879,
72,1,0,72,76882,77735,77735,77761,0,77761,0,0,0,1,0,0,0,0,0,0,0,0,
73,0,0,73,78064,78093,78093,78149,78149,0,0,0,1,0,0,0,0,78149,78249,0,78249,78326,
74,0,5,74,78329,79178,79178,79233,79233,0,0,0,1,0,0,0,0,79233,79333,0,79333,79397,
75,0,8,75,79400,80202,80202,80224,80224,0,0,0,0,1,0,0,0,80224,80324,0,80324,80351,
76,1,3,76,80354,81202,81202,81228,0,81228,0,0,0,1,0,0,0,0,0,0,0,0,
77,0,8,77,81531,81683,81683,81716,81716,0,0,0,0,1,0,0,0,81716,81816,0,81816,81946,
78,0,0,78,81949,83031,83031,83089,83089,0,0,0,1,0,0,0,0,83089,83189,0,83189,83287,
79,1,3,79,83290,84089,84089,84117,0,84117,0,0,0,1,0,0,0,0,0,0,0,0,
80,0,10,80,84420,84442,84442,84503,84503,0,0,0,0,1,0,0,0,84503,84603,0,84603,84637,
81,0,8,81,84640,85621,85621,85646,85646,0,0,0,0,1,0,0,0,85646,85746,0,85746,85777,
82,0,9,82,85780,86767,86767,86829,86829,0,0,0,1,0,0,0,0,86829,86929,0,86929,86995,
83,1,11,83,86998,89106,89106,89131,0,89131,0,0,0,1,0,0,0,0,0,0,0,0,
84,0,2,84,89434,89745,89745,89779,89779,0,0,0,0,1,0,0,0,89779,89879,0,89879,89903,
85,0,12,85,89906,90915,90915,90938,90938,0,0,0,0,1,0,0,0,90938,91038,0,91038,91068,
86,0,6,86,91071,92994,92994,93016,93016,0,0,0,0,1,0,0,0,93016,93116,0,93116,93176,
87,0,10,87,93179,94630,94630,94651,94651,0,0,0,0,1,0,0,0,94651,94751,0,94751,94786,
88,1,3,88,94789,95850,95850,95876,0,95876,0,0,0,1,0,0,0,0,0,0,0,0,
89,1,7,89,96179,96316,96316,96365,0,96365,0,0,0,1,0,0,0,0,0,0,0,0,
90,1,5,90,96668,97157,97157,97181,0,97181,0,0,0,1,0,0,0,0,0,0,0,0,
91,0,10,91,97484,97519,97519,97587,97587,0,0,0,0,1,0,0,0,97587,97687,0,97687,97721,
92,0,12,92,97724,98835,98835,98859,98859,0,0,0,0,1,0,0,0,98859,98959,0,98959,98975,
93,0,1,93,98978,99867,99867,99888,99888,0,0,0,0,1,0,0,0,99888,99988,0,99988,100019,
94,1,13,94,100022,100956,100956,100979,0,100979,0,0,0,1,0,0,0,0,0,0,0,0,
95,0,1,95,101282,101317,101317,101360,101360,0,0,0,0,1,0,0,0,101360,101460,0,101460,101487,
96,0,12,96,101490,102859,102859,102881,102881,0,0,0,0,1,0,0,0,102881,102981,0,102981,102998,
97,1,3,97,103001,103897,103897,103917,0,103917,0,0,0,1,0,0,0,0,0,0,0,0,
98,0,13,98,104220,104277,104277,104362,104362,0,0,0,1,0,0,0,0,104362,104462,0,104462,104520,
99,0,4,99,104523,105532,105532,105558,105558,0,0,0,0,1,0,0,0,105558,105658,0,105658,105689,
100,1,5,100,105692,106673,106673,106703,0,106703,0,0,0,1,0,0,0,0,0,0,0,0,
101,0,7,101,107006,107191,107191,107255,107255,0,0,0,1,0,0,0,0,107255,107355,0,107355,107418,
102,1,0,102,107421,108859,108859,108883,0,108883,0,0,0,1,0,0,0,0,0,0,0,0,
103,0,1,103,109186,109689,109689,109718,109718,0,0,0,0,1,0,0,0,109718,109818,0,109818,109982,
104,0,2,104,109985,110909,110909,110942,110942,0,0,0,0,1,0,0,0,110942,111042,0,111042,111095,
105,0,4,105,111098,112211,112211,112238,112238,0,0,0,0,1,0,0,0,112238,112338,0,112338,112389,
106,1,9,106,112392,113966,113966,113992,0,113992,0,0,0,1,0,0,0,0,0,0,0,0,
107,0,1,107,114295,114394,114394,114440,114440,0,0,0,0,1,0,0,0,114440,114540,0,114540,114607,
108,0,4,108,114610,115510,115510,115530,115530,0,0,0,0,1,0,0,0,115530,115630,0,115630,115657,
109,1,13,109,115660,116562,116562,116586,0,116586,0,0,0,1,0,0,0,0,0,0,0,0,
110,1,9,110,116889,117384,117384,117405,0,117405,0,0,0,1,0,0,0,0,0,0,0,0,
111,1,5,111,117708,117752,117752,117824,0,117824,0,0,0,1,0,0,0,0,0,0,0,0,
112,0,5,112,118127,118650,118650,118701,118701,0,0,0,1,0,0,0,0,118701,118801,0,118801,118881,
113,0,13,113,118884,119913,119913,119968,119968,0,0,0,1,0,0,0,0,119968,120068,0,120068,120142,
114,0,1,114,120145,121199,121199,121223,121223,0,0,0,0,1,0,0,0,121223,121323,0,121323,121372,
115,1,0,115,121375,122610,122610,122637,0,122637,0,0,0,1,0,0,0,0,0,0,0,0,
116,0,1,116,122940,123088,123088,123118,123118,0,0,0,0,1,0,0,0,123118,123218,0,123218,123262,
117,0,2,117,123265,124464,124464,124484,124484,0,0,0,0,1,0,0,0,124484,124584,0,124584,124625,
118,0,12,118,124628,126125,126125,126146,126146,0,0,0,0,1,0,0,0,126146,126246,0,126246,126292,
119,0,6,119,126295,127599,127599,127623,127623,0,0,0,0,1,0,0,0,127623,127723,0,127723,127762,
120,1,9,120,127765,128892,128892,128915,0,128915,0,0,0,1,0,0,0,0,0,0,0,0,
121,0,10,121,129218,129709,129709,129740,129740,0,0,0,0,1,0,0,0,129740,129840,0,129840,129878,
122,0,11,122,129881,131035,131035,131091,131091,0,0,0,1,0,0,0,0,131091,131191,0,131191,131271,
123,1,3,123,131274,132427,132427,132447,0,132447,0,0,0,1,0,0,0,0,0,0,0,0,
124,0,8,124,132750,133346,133346,133374,133374,0,0,0,0,1,0,0,0,133374,133474,0,133474,133534,
125,0,8,125,133537,134776,134776,134803,134803,0,0,0,0,1,0,0,0,134803,134903,0,134903,134940,
126,0,4,126,134943,136204,136204,136228,136228,0,0,0,0,1,0,0,0,136228,136328,0,136328,136357,
127,0,11,127,136360,137477,137477,137537,137537,0,0,0,1,0,0,0,0,137537,137637,0,137637,137714,
128,0,12,128,137717,138684,138684,138707,138707,0,0,0,0,1,0,0,0,138707,138807,0,138807,138859,
129,0,6,129,138862,139826,139826,139854,139854,0,0,0,0,1,0,0,0,139854,139954,0,139954,139987,
130,0,13,130,139990,140825,140825,140883,140883,0,0,0,1,0,0,0,0,140883,140983,0,140983,141066,
131,0,7,131,141069,142002,142002,142059,142059,0,0,0,1,0,0,0,0,142059,142159,0,142159,142240,
132,1,5,132,142243,143238,143238,143262,0,143262,0,0,0,1,0,0,0,0,0,0,0,0,
133,0,8,133,143565,143630,143630,143662,143662,0,0,0,0,1,0,0,0,143662,143762,0,143762,143859,
134,0,7,134,143862,144912,144912,144960,144960,0,0,0,1,0,0,0,0,144960,145060,0,145060,145129,
135,0,13,135,145132,146043,146043,146111,146111,0,0,1,1,0,0,0,0,146111,146211,0,146211,146285,
136,0,3,136,146288,147312,147312,147366,147366,0,0,0,1,0,0,0,0,147366,147466,0,147466,147542,
137,0,0,137,147545,148629,148629,148682,148682,0,0,0,1,0,0,0,0,148682,148782,0,148782,148858,
138,0,10,138,148861,149838,149838,149867,149867,0,0,0,0,1,0,0,0,149867,149967,0,149967,150005,
139,0,6,139,150008,150968,150968,150993,150993,0,0,0,0,1,0,0,0,150993,151093,0,151093,151133,
140,0,6,140,151136,152141,152141,152171,152171,0,0,0,0,1,0,0,0,152171,152271,0,152271,152309,
141,0,2,141,152312,153309,153309,153341,153341,0,0,0,0,1,0,0,0,153341,153441,0,153441,153469,
142,0,7,142,153472,154399,154399,154467,154467,0,0,0,1,0,0,0,0,154467,154567,0,154567,154630,
143,0,10,143,154633,155536,155536,155609,155609,0,0,0,0,1,0,0,0,155609,155709,0,155709,155735,
144,0,11,144,155738,156659,156659,156714,156714,0,0,0,1,0,0,0,0,156714,156814,0,156814,156893,
145,0,11,145,156896,157787,157787,157848,157848,0,0,0,1,0,0,0,0,157848,157948,0,157948,158018,
146,0,4,146,158021,158874,158874,158917,158917,0,0,0,0,1,0,0,0,158917,159017,0,159017,159054,
147,0,6,147,159057,159956,159956,159977,159977,0,0,0,0,1,0,0,0,159977,160077,0,160077,160102,
148,0,9,148,160105,160949,160949,161012,161012,0,0,0,1,0,0,0,0,161012,161112,0,161112,161191,
149,0,4,149,161194,161996,161996,162036,162036,0,0,1,0,1,0,0,0,162036,162136,0,162136,162166,
150,0,11,150,162169,163037,163037,163097,163097,0,0,0,1,0,0,0,0,163097,163197,0,163197,163279,
151,0,9,151,163282,164174,164174,164241,164241,0,0,0,1,0,0,0,0,164241,164341,0,164341,164456,
152,0,7,152,164459,165117,165117,165189,165189,0,0,0,1,0,0,0,0,165189,165289,0,165289,165360,
153,0,2,153,165363,166118,166118,166139,166139,0,0,0,0,1,0,0,0,166139,166239,0,166239,166398,
154,0,12,154,166401,167242,167242,167268,167268,0,0,0,0,1,0,0,0,167268,167368,0,167368,167472,
155,0,2,155,167475,168267,168267,168290,168290,0,0,0,0,1,0,0,0,168290,168390,0,168390,168616,
156,0,0,156,168619,169363,169363,169421,169421,0,0,0,1,0,0,0,0,169421,169521,0,169521,169603,
157,0,0,157,169606,170346,170346,170412,170412,0,0,0,1,0,0,0,0,170412,170512,0,170512,170573,
158,0,5,158,170576,171257,171257,171321,171321,0,0,1,1,0,0,0,0,171321,171421,0,171421,171498,
159,0,8,159,171501,172189,172189,172217,172217,0,0,0,0,1,0,0,0,172217,172317,0,172317,172342,
160,0,3,160,172345,173052,173052,173120,173120,0,0,0,1,0,0,0,0,173120,173220,0,173220,173308,
161,0,8,161,173311,175230,175230,175278,175278,0,0,0,0,1,0,0,0,175278,175378,0,175378,175538,
162,0,0,162,175541,176271,176271,176326,176326,0,0,0,1,0,0,0,0,176326,176426,0,176426,176483,
163,0,3,163,176486,177237,177237,177297,177297,0,0,0,1,0,0,0,0,177297,177397,0,177397,177474,
164,0,10,164,177477,178369,178369,178401,178401,0,0,0,0,1,0,0,0,178401,178501,0,178501,178591,
165,0,8,165,178594,179307,179307,179371,179371,0,0,1,0,1,0,0,0,179371,179471,0,179471,179490,
166,1,9,166,179493,180307,180307,180414,0,180414,0,0,0,1,0,0,0,0,0,0,0,0,
167,0,11,167,180717,181316,181316,181377,181377,0,0,0,1,0,0,0,0,181377,181477,0,181477,181563,
168,0,2,168,181566,182408,182408,182436,182436,0,0,0,0,1,0,0,0,182436,182536,0,182536,182631,
169,0,12,169,182634,183308,183308,183334,183334,0,0,0,0,1,0,0,0,183334,183434,0,183434,183567,
170,0,6,170,183570,184387,184387,184420,184420,0,0,0,0,1,0,0,0,184420,184520,0,184520,184671,
171,0,10,171,184674,185507,185507,185539,185539,0,0,0,0,1,0,0,0,185539,185639,0,185639,185724,
172,0,3,172,185727,186433,186433,186493,186493,0,0,0,1,0,0,0,0,186493,186593,0,186593,186820,
173,0,7,173,186823,187438,187438,187501,187501,0,0,0,1,0,0,0,0,187501,187601,0,187601,187681,
174,0,5,174,187684,188672,188672,188725,188725,0,0,0,1,0,0,0,0,188725,188825,0,188825,189142,
175,0,10,175,189145,191294,191294,191679,191679,0,0,1,0,1,0,0,0,191679,191779,0,191779,191837,
176,0,12,176,191840,192961,192961,193044,193044,0,0,0,0,1,0,0,0,193044,193144,0,193144,194105,
177,0,1,177,194108,194849,194849,194894,194894,0,0,0,0,1,0,0,0,194894,194994,0,194994,195062,
178,0,13,178,195065,195899,195899,196184,196184,0,0,2,1,0,0,0,0,196184,196284,0,196284,197086,
179,0,1,179,197089,202570,202570,202782,202782,0,0,1,0,1,0,0,0,202782,202882,0,202882,203099,
180,0,12,180,203102,204905,204905,204951,204951,0,0,0,0,1,0,0,0,204951,205051,0,205051,205565,
181,1,3,181,205568,208095,208095,208237,0,208237,0,0,0,1,0,0,0,0,0,0,0,0,
182,1,13,182,208540,208560,208560,208662,0,208662,0,0,0,1,0,0,0,0,0,0,0,0,
183,1,4,183,208965,218321,218321,218479,0,218479,0,0,1,0,0,0,0,0,0,0,0,0,
184,1,5,184,218782,219702,219702,219903,0,219903,0,0,0,1,0,0,0,0,0,0,0,0,
185,1,7,185,220206,222033,222033,222068,0,222068,0,0,0,1,0,0,0,0,0,0,0,0,
186,1,0,186,222371,225322,225322,225390,0,225390,0,0,0,1,0,0,0,0,0,0,0,0,
187,0,1,187,225693,227587,227587,227627,227627,0,0,0,0,1,0,0,0,227627,227727,0,227727,227845,
188,0,2,188,227848,231868,231868,231906,231906,0,0,0,0,1,0,0,0,231906,232006,0,232006,232066,
189,0,4,189,232069,233231,233231,233268,233268,0,0,0,0,1,0,0,0,233268,233368,0,233368,233406,
190,1,9,190,233409,234358,234358,234487,0,234487,0,1,0,1,0,0,0,0,0,0,0,0,
191,0,1,191,234790,234910,234910,234935,234935,0,0,0,0,1,0,0,0,234935,235035,0,235035,235069,
192,0,4,192,235072,236068,236068,236099,236099,0,0,0,0,1,0,0,0,236099,236199,0,236199,236231,
193,2,13,193,236234,236982,236982,237582,0,0,0,2,0,0,0,0,0,0,0,0,0,0,
194,1,9,194,237585,237667,237667,237836,0,237836,0,0,0,1,0,0,0,0,0,0,0,0,
195,0,5,195,238139,238541,238541,238604,238604,0,0,0,1,0,0,0,0,238604,238704,0,238704,238791,
196,0,5,196,238794,239598,239598,239711,239711,0,0,1,1,0,0,0,0,239711,239811,0,239811,239902,
197,128,13,197,239905,240000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ENDDATA
STARTDATA
KLIMBIC OUTPUT FILE
MS EXCEL FORMAT
System,No System Name
User,Operant
Date,23-Feb-2020
Time,14:13
Box Index,1
ExptType,0
SessionRecord,58

Session Title,SCB
Protocol Title,grating orientation discrimination with punishment and distractors (bug fixed)
Protocol Description,nose-touch one of the two locations according to stimulus orientation (2AFC) + ignore distractor + punishment for wrong selection
Analysis Ref,CS-101
Dose Details,Index,0
Dose Table Item
n.a.
0
Unassigned
300
Subject Id,SCB06
DB Ref,SCB_nbk_shaping07
DB Group,-1
Day Table,Image Discrimination Day Table
Duration,192000
Pellet Count,0
Fluid Count,60
Air Puff Count,0
Shock Count,0
F10 Sensor,X(0),
SL Target,1
SL Dummy,2
SS Target,1
SS Dummy,2
SensorTC
S(1),
124,
AutoControl,Index,0,
AC Comment,,T0_1 - 1T0D (120x120)  VT/HZ = 1:1 (Tc-6)
01_cross,02_responsebox,03_mask_060,hz6_060,hz6_080,hz6_100,hz6_120,vt6_060,vt6_080,vt6_100,vt6_120,hz1_120,vt1_120,hz2_120,vt2_120,hz3_120,vt3_120,hz4_120,vt4_120,hz5_120,vt5_120,hz7_120,vt7_120,hz8_120,vt8_120,hz6_110,hz1_110,vt6_110,vt1_110,hz2_110,vt2_110,hz3_110,vt3_110,hz4_110,vt4_110,hz5_110,vt5_110,hz6_110,vt6_110,hz7_110,vt7_110,hz8_110,vt8_110,
Image Discrim Details
Trials,Banked,RptInc,RptMssd,CTLimited,CTLimit,All_Trials,C_Trials,I_Trials,M_Trials,Ex_Crcn_Trials
200,0,0,0,0,1000,1,0,0,0,0,
